,labels,target,yt8m_id,yt_id
1814,"[191, 248, 299]",outdoors,BKO9,oZbIAFr9NgQ
1815,"[60, 419, 1393]",outdoors,R5O9,KeyqYTnCHSY
1816,"[248, 1003]",outdoors,pMO9,PiCcl67xp5A
1817,"[666, 1948]",outdoors,i0O9,8ziAS_VXau8
1818,[60],outdoors,T1O9,M2uBWMiFoyo
1819,"[191, 248]",outdoors,EuO9,u4b6uYAhjpA
1820,[60],outdoors,BTO9,F5-C1QvgWXU
1821,"[15, 18, 43, 59, 60, 101, 286]",outdoors,ORO9,l7HB5CRD17o
1822,"[53, 58, 60, 163, 2690]",outdoors,KXO9,DYKvEjA7vvo
1823,"[18, 43, 59, 60, 101, 286]",outdoors,DwO9,fbN1dF6MqZQ
1824,"[18, 43, 59, 60, 101, 693, 1685]",outdoors,85O9,n1NO5peQUDQ
1825,"[53, 58, 60, 214, 494]",outdoors,a4O9,xRp3fSNl8WU
1826,"[43, 248, 286, 873]",outdoors,zrO9,V09onszAoYw
1827,"[2, 17, 60, 76, 281]",outdoors,EwO9,vMBP5V9LWZ8
1828,"[43, 248, 912, 1576]",outdoors,XjPx,jcVzttAs7ME
1829,"[53, 58, 60, 163, 232, 3725]",outdoors,FoPx,CypBMc3cJ90
1830,"[11, 83, 262, 601, 1613]",outdoors,43Px,VB3vaPsfPQA
1831,"[1, 184]",indoors,mSPx,KcRxaK84Myg
1832,"[83, 262, 542]",outdoors,lBPx,A2n3n4f4jxI
1833,"[179, 182, 248]",outdoors,jCPx,hRpI8KFL0rI
1834,"[2, 83, 262]",outdoors,e3Px,vCMi0LvJkMA
1835,"[2, 43, 60, 76, 571]",outdoors,cjPx,AHDVbpRvn6Q
1836,"[60, 166, 398, 482, 501, 664]",outdoors,o5Px,Z9lvxjli5XA
1837,"[88, 364, 380, 416]",indoors,aNPx,ZB1QR-fKY48
1838,"[18, 43, 59, 60, 101, 286]",outdoors,0APx,CjcSGwMHpYM
1839,[1238],outdoors,kqPx,Y8xCmnlyzT0
1840,"[0, 42, 262, 306]",outdoors,78Px,fzaC5Tdx-pU
1841,"[43, 60, 101, 286]",outdoors,95Px,9qJQJRc46r4
1842,"[5, 60]",outdoors,yiPU,Rwey0t6jfDs
1843,"[262, 1673]",outdoors,bvPU,IuO_wu7otFM
1844,"[60, 482]",outdoors,RlPU,c7vpOnfeWK8
1845,"[191, 248, 299]",outdoors,kNPU,P6Qghf6IkD8
1846,"[2, 43, 60, 76, 419]",outdoors,KUPU,78hwcGkVujQ
1847,"[2, 43, 60, 76, 385, 549, 906]",outdoors,BWPU,K-O0Wan-7_8
1848,"[60, 419]",outdoors,WCPU,zjU7Ma4w91Q
1849,"[11, 20, 22, 29, 32, 307]",indoors,5jPU,pwAXsPhGkBI
1850,"[53, 58, 60, 163, 214, 232]",outdoors,6PPU,Nh0cVCpzAzs
1851,"[18, 43, 59, 60, 101, 991]",outdoors,NYPU,pcBI-4CYp7g
1852,"[18, 43, 59, 60, 101, 286, 374]",outdoors,BtPU,gmkpS2WQ3YU
1853,"[88, 184, 307, 364, 380, 416, 514]",indoors,XTPU,Du3QbW_7IuA
1854,"[43, 60, 166, 398, 482, 501, 664]",outdoors,KLPU,RR81ghRxqtg
1855,"[248, 958, 3583]",outdoors,3hQC,qwVTz1kiSOE
1856,"[15, 18, 43, 59, 60, 101, 286, 549, 693, 906, 1415]",outdoors,fJQC,VWfRzPNDjXQ
1857,"[18, 43, 59, 60, 101, 823]",outdoors,FnQC,PYtuCf3Igaw
1858,[248],outdoors,VLQC,6uWXyx5Oblg
1859,"[2, 18, 43, 59, 60, 76, 101, 873]",outdoors,hjQC,JsmpHH-4TDY
1860,"[88, 184, 364]",indoors,XgQC,wJz2l1yUSBo
1861,"[15, 18, 60, 87, 365, 536, 2832]",outdoors,BxQC,9r8zvg3ki8M
1862,"[18, 43, 59, 60, 101, 286, 374, 549, 693, 906, 2681]",outdoors,U4QC,nviKZSu9oKY
1863,"[2, 18, 43, 59, 60, 76, 101, 873]",outdoors,mjQC,W5lSQT17ouU
1864,"[43, 60, 101, 549, 2490]",outdoors,EvQN,Yznj3ge-oLE
1865,"[88, 184, 191, 299, 307, 380, 396, 416, 614, 985]",indoors,mWQN,MQb6idsuJl4
1866,"[43, 60, 101]",outdoors,bOQN,RekpgC2Ik_8
1867,"[88, 184, 364, 380, 400, 614]",indoors,LeQN,NAf2pjC7RKM
1868,"[60, 72, 98]",outdoors,xUQN,-Amth3ORtZc
1869,"[60, 385, 1569]",outdoors,hnQN,Ai4lTsK3xL0
1870,"[53, 58, 60, 163, 232]",outdoors,XCQN,SyTDSGiFsBc
1871,"[388, 497, 514, 1025, 1443]",indoors,fRQN,0EeszsiE2N0
1872,"[8, 89, 1226]",outdoors,tUQN,FzYr74HtlyI
1873,"[60, 1880, 3556]",outdoors,XlQN,FfZNQqOWXuQ
1874,"[60, 798, 824, 971]",outdoors,XjQN,XGND46X7D_k
1875,"[43, 60, 101, 286]",outdoors,s5QN,aoV9SqW6imE
1876,[248],outdoors,oGQN,YArwHWqCTQo
1877,[248],outdoors,dgQX,luhXfiq38j0
1878,"[307, 1299]",indoors,39QX,K7FgjaZHnqA
1879,[248],outdoors,KcQX,CdBQwokMw9U
1880,"[400, 416, 2076]",indoors,7SQX,yhLtBYhhBkQ
1881,[248],outdoors,BRQX,etnu_N3vh6M
1882,"[0, 248, 2434]",outdoors,2IQX,Sd0jnGU3UGQ
1883,"[11, 83, 262, 820]",outdoors,5LQX,3s9xWGvgYHQ
1884,[60],outdoors,iyQX,YiH9umbI_0M
1885,"[2, 83, 262, 291, 820, 911]",outdoors,l7QX,SnZYayWEvJc
1886,[248],outdoors,fPQX,Ates2Kv0mTI
1887,"[0, 27, 262]",outdoors,sCQX,7xAhFvlB72U
1888,"[60, 163, 214]",outdoors,ImQX,j4ERktYKkzo
1889,"[184, 191, 380, 985, 1803]",indoors,SDQX,h0BRnklESe0
1890,[248],outdoors,4UQX,tluDh2UZfg8
1891,"[60, 1396]",outdoors,R0QX,4dSHfqbFGMo
1892,"[88, 184, 307, 380, 400, 416, 497, 614]",indoors,lHQX,29Z3Oiw96-c
1893,"[18, 43, 59, 60, 549]",outdoors,aFQX,czjle8AfCfo
1894,"[19, 53, 58, 60, 163, 232]",outdoors,0aQX,PzxTNuuVqtk
1895,"[0, 83, 254, 262, 542]",outdoors,3mQX,E9jN92W-8cg
1896,[60],outdoors,I4QX,ayCBAdS6HVo
1897,"[88, 184, 614]",indoors,0rQX,cWADJocevWA
1898,"[60, 353, 673]",outdoors,qFQX,_0BOsIlQpjw
1899,"[248, 3793]",outdoors,GxQ5,jcMunLGWDCo
1900,"[11, 83, 262, 720, 751, 1081]",outdoors,1GQ5,Yu6yNhl2HqE
1901,[248],outdoors,K8Q5,plNpAntBrRg
1902,"[0, 1, 83, 254, 262, 542]",outdoors,ytQ5,uLNyaStdy6U
1903,"[1, 27, 2105]",outdoors,q0Q5,oNTQsLO2g64
1904,"[184, 416, 3566]",indoors,3dQ5,xdNjzf15GG8
1905,"[18, 43, 59, 60, 101, 286, 1032]",outdoors,88Q5,3j2F8x6D6AE
1906,"[514, 2566]",indoors,vUQ5,ywaRNE38Kvw
1907,"[18, 43, 59, 60, 101, 286, 385, 873, 1415]",outdoors,6TQ5,GjbWI3rzX8k
1908,"[0, 262, 542]",outdoors,J1Q5,RGnS_6rFUgg
1909,"[11, 83, 208, 262, 820]",outdoors,1JQ5,LoTNmzcPjrU
1910,"[2, 75, 83, 262, 506]",outdoors,PmQ5,j9tlH1dfCd4
1911,"[83, 254, 262, 542]",outdoors,f9Q5,UCMeGADysDY
1912,"[15, 262, 1098, 2728]",outdoors,7wQ5,Py8Jk0cxLJ4
1913,"[2, 60, 76, 385]",outdoors,IkQ5,GvePdyNOrVQ
1914,"[519, 666, 1002]",outdoors,tFQ5,y-_azPBMd9g
1915,"[60, 428, 825]",outdoors,owQ5,bxWCiUo8atY
1916,[307],indoors,ulQ5,kimK3vViuGk
1917,"[83, 262, 542, 820]",outdoors,lZQ5,Fm2qAz0kfho
1918,"[184, 416, 1947, 2776]",indoors,XHRc,uOLt5QUXvmA
1919,"[2, 18, 43, 59, 60, 76, 101, 385]",outdoors,wPRc,Ak6hLcygqCE
1920,"[88, 184, 191, 299, 985]",indoors,nJRc,R2ezQK4A_ks
1921,"[158, 184]",indoors,uzRc,F_1ZXOdV3Hc
1922,[60],outdoors,ADRc,iA4wyyucPOQ
1923,"[88, 184, 307, 380, 400, 416]",indoors,IMRc,mdQhvSXTqc4
1924,"[15, 18, 60, 67, 519, 571, 995]",outdoors,YLRc,x7Fmb-FPwl8
1925,"[18, 43, 59, 60, 101]",outdoors,XLRc,dVKxSyUWs-Y
1926,"[15, 18, 43, 59, 60, 101, 286]",outdoors,ZsRc,lhPGbchf4zk
1927,"[60, 427, 519]",outdoors,CFRc,OrAbKNAwiF4
1928,"[49, 184, 260, 1534]",indoors,QWRc,xU8CkqJKSJo
1929,"[43, 60, 353, 673, 1975]",outdoors,1ERc,bwNOiK6enic
1930,"[60, 519]",outdoors,5IRc,7G5ajdJ6_UE
1931,"[43, 60, 353, 374, 673, 1615]",outdoors,bXRc,kiyf6NQOgkw
1932,"[184, 191, 985, 1803]",indoors,7oRc,l3Ga6EINzQ4
1933,"[313, 347, 780, 2105]",outdoors,RjRQ,We0gqq5h3kw
1934,[248],outdoors,xXRQ,bO8JS1dZyUw
1935,"[15, 18, 60, 87, 365]",outdoors,0uRQ,IRI9UfggXxM
1936,"[18, 43, 59, 60, 101, 286, 374]",outdoors,CJRQ,5FBt1uuMwr0
1937,"[15, 18, 60, 87]",outdoors,O6RQ,nA5WpJVcqpg
1938,"[43, 60, 101]",outdoors,adRQ,iKfDdWpO-Mg
1939,"[88, 364, 416, 497]",indoors,ZvRQ,t1WpuhiNUK8
1940,"[2, 7, 83, 262]",outdoors,7lRQ,rlaEnCFyfzw
1941,"[2, 7, 60, 95, 116, 135, 297, 1397]",outdoors,59RQ,bJPjeWWZnvw
1942,"[11, 20, 22, 29, 307, 370]",indoors,ZpRQ,L5jmnj3xePI
1943,"[205, 598, 1245]",indoors,HtRQ,g2rxgKutLmw
1944,"[262, 1784]",outdoors,JFRQ,TQhqoMW7aMI
1945,"[43, 60, 101, 286]",outdoors,yERQ,6-SzZzQ3pyM
1946,"[11, 20, 22, 307]",indoors,xIRQ,q6MNGwx1qQ8
1947,"[15, 18, 43, 59, 60, 101, 286, 549, 906]",outdoors,unRQ,sQutH00U2XM
1948,"[88, 184, 307, 380, 416, 514, 2885]",indoors,L0R4,LNb7d_8UlyM
1949,"[2, 17, 30, 55, 60, 340]",outdoors,HHR4,QsSlJALWHVA
1950,"[18, 43, 59, 60, 101, 286]",outdoors,XIR4,oH6Kbu_6RjE
1951,"[262, 1057]",outdoors,Q5R4,i-RW8r1ates
1952,"[88, 184, 364]",indoors,E0R4,wuE7rrQAMCM
1953,[60],outdoors,tKR4,JhbhXbnY46I
1954,"[184, 191, 985]",indoors,CUR4,EWJ42IEcz4A
1955,"[60, 353, 673]",outdoors,ITR4,AhBWpQL8t1s
1956,"[2, 60, 76, 473, 547]",outdoors,iSR4,c3c9dw0WYtQ
1957,"[60, 353, 519, 995]",outdoors,bpR4,DaWU3a1esug
1958,"[15, 18, 43, 59, 60, 101, 1503]",outdoors,RFR4,dX5PbzvRGBc
1959,"[18, 43, 59, 60, 101, 286]",outdoors,E8R4,qeUv_e0q9kU
1960,"[15, 262, 502, 619, 747]",outdoors,eIR4,CHe0X348fm8
1961,"[18, 43, 59, 60, 101, 286, 549, 571, 3040]",outdoors,cmR4,E4uwZQT3qlM
1962,"[11, 20, 22, 29, 120, 122, 173, 307, 892]",indoors,ZVR4,k0XIlhqCUyg
1963,"[43, 60, 101]",outdoors,8fR4,2Oa_B1pABBg
1964,"[18, 43, 59, 60, 101, 1032]",outdoors,SZSC,qwwE_jQTD1Q
1965,"[27, 88, 262, 313]",outdoors,CFSC,8GGiQzmnRCA
1966,"[43, 60, 101, 286, 549, 873]",outdoors,ooSC,Lmn3LkGyi-U
1967,"[43, 60, 95]",outdoors,5iSC,BUhkvjH8Yf8
1968,"[15, 18, 43, 59, 60, 101, 239, 374]",outdoors,GdSC,9UJ1_A_HxlA
1969,"[18, 43, 59, 60, 101, 374]",outdoors,rzSC,wO7bmH-zD64
1970,[248],outdoors,7YSC,4o285iSgxs8
1971,"[60, 166, 398, 482]",outdoors,WQSC,nhyYlX1pLa4
1972,"[60, 333]",outdoors,wlSC,1cg5BbBEKOc
1973,[60],outdoors,3TSC,F66WoqWG3eQ
1974,"[2, 60, 76, 385, 419]",outdoors,jZSC,o1wku5e5am8
1975,"[43, 60, 101]",outdoors,l0SC,WDa1Yz4c7NE
1976,"[43, 60, 101]",outdoors,BpSC,30_OmkejRXs
1977,"[60, 353]",outdoors,J2SC,XnyYDB9aRO8
1978,"[60, 1396]",outdoors,wDSC,uuuPb0KrVFU
1979,"[18, 43, 59, 60, 101, 286]",outdoors,K1S8,WY7s2q_vCC0
1980,"[88, 184, 313, 380, 416, 614]",indoors,dJS8,6LLvxsOf2js
1981,[514],indoors,7NS8,MGSj8cDsT4A
1982,"[32, 88, 184, 191, 299]",indoors,R2S8,rYffmlAnoHk
1983,[248],outdoors,oSS8,VajZ-Dd3_hE
1984,"[43, 60, 101, 419]",outdoors,puS8,GHJUNAWU5ys
1985,"[18, 43, 59, 60, 101, 571, 1685]",outdoors,U2S8,3fHvLNWHT1I
1986,[248],outdoors,DGS8,wea7tq_PlB0
1987,"[53, 58, 60, 163, 232]",outdoors,PGS8,BpLq9_zryXo
1988,"[2, 75, 83, 262, 720, 751, 1205]",outdoors,mmS8,RuwHUC9VBfA
1989,"[2, 43, 60, 76]",outdoors,AXS8,jL2E2r8gusU
1990,"[2, 83, 262]",outdoors,TvS8,MZmcMz4zEUs
1991,[60],outdoors,lZS8,OkJp1Al7l40
1992,"[88, 184, 380, 416, 2536]",indoors,JpS8,xilfWHKiEhE
1993,"[2, 7, 88, 184, 311, 514]",indoors,4hS8,cYckP4fWtgc
1994,[60],outdoors,3MTb,eh6D7Xf-uBE
1995,"[2, 43, 60, 76, 385]",outdoors,VvTb,WRTeBiPp4EY
1996,[248],outdoors,X2Tb,QX50_vFDXBA
1997,"[19, 53, 58, 60, 166, 228]",outdoors,QuTb,kB2ViTXytEg
1998,"[43, 60, 101, 286, 385, 549]",outdoors,qdTb,yqU9uJ2BENc
1999,"[11, 22, 307, 477, 876]",indoors,HZTb,_tZSS1OPum0
2000,"[2, 60, 544]",outdoors,yWTb,HH_T49MKQWM
2001,"[60, 353, 673]",outdoors,RWTb,u2Qa9RB2J3I
2002,"[15, 18, 43, 59, 60, 101, 286, 571, 1415, 3040]",outdoors,EkTb,h_IuGBvQJl4
2003,"[88, 184, 380, 614]",indoors,MrTb,1GyXvi-8LNk
2004,"[353, 666, 673]",outdoors,m1Tb,llj7XPXC8g4
2005,"[2, 18, 43, 59, 60, 76, 101]",outdoors,O8Tb,Wkar23i7UB8
2006,"[2, 7, 83, 262, 541]",outdoors,UnTb,sa8-VoomJtU
2007,"[11, 83, 262, 601, 1613]",outdoors,DvTb,mg6W-VV7C2E
2008,"[64, 149, 248]",outdoors,KtTb,nuYPZXTWfpw
2009,"[2, 17, 60, 340]",outdoors,u4T9,QrV_SzxLz2A
2010,"[2, 44, 46, 113, 664, 666, 908, 965]",outdoors,GQT9,51uCkJ4P8Kw
2011,"[15, 18, 60, 87, 333, 365, 545]",outdoors,XiT9,IM3Lr2Xk-M8
2012,"[184, 380, 388, 416, 3001]",indoors,68T9,XRDY-hmStg4
2013,[60],outdoors,vDT9,72IMFg227mg
2014,"[15, 18, 60, 87, 365, 536, 619]",outdoors,m6T9,x5KHk3XoasE
2015,"[15, 18, 43, 59, 60]",outdoors,2uT9,qEbVTlziGww
2016,"[43, 60, 101, 286, 1032]",outdoors,glT9,NhY2HQ3-HFw
2017,"[2, 43, 60, 76]",outdoors,7uT9,lS7pBQCBUzI
2018,"[15, 18, 60, 87, 365]",outdoors,xwT9,MhRVdjIW-h8
2019,"[60, 289, 353, 3553]",outdoors,H8T9,RDAKf1EES7k
2020,"[43, 60, 101, 286, 906]",outdoors,XIT9,VKUYream2ds
2021,"[39, 248]",outdoors,KZT9,gC_OJbavuaE
2022,"[262, 542]",outdoors,hkT9,40ko6zfgJ9Y
2023,"[18, 43, 59, 60, 101, 286]",outdoors,tfT9,y1wHlg8VJls
2024,"[307, 347]",indoors,6XT9,mktRqyR9Mjo
2025,"[0, 262, 542]",outdoors,CDUa,rO0M2DxU-OM
2026,"[15, 262, 502, 713, 3018]",outdoors,M8Ua,NxReCnxHy54
2027,"[0, 432, 1056, 1245]",indoors,qNUa,8S5MtNmI748
2028,"[11, 22, 307]",indoors,DrUa,Re7aunE0vLA
2029,"[184, 191, 299, 380, 614, 985]",indoors,qwUa,NBFcmwPE_zs
2030,"[251, 260, 514]",indoors,qgUa,IhYmfzMOqUo
2031,"[15, 363, 1194, 1238, 2625]",outdoors,FPUa,0vTGkHJ4rbQ
2032,"[18, 43, 59, 60, 239, 286]",outdoors,ceUa,b7M7AjDScy8
2033,[248],outdoors,bwUa,cTp9JrqiEH4
2034,[60],outdoors,hVUa,5XtRnzyuDI0
2035,"[15, 18, 60, 87, 333]",outdoors,J2Ua,nylg7zew09A
2036,"[60, 1868]",outdoors,eiUC,ETXtx0hKv0g
2037,[248],outdoors,1fUC,LLZUQKKQcmo
2038,"[15, 18, 43, 59, 60, 101, 286, 374]",outdoors,hyUC,BrU8333Gb5M
2039,"[88, 184, 307, 364, 380]",indoors,CzUC,Qv-a8sAAKKA
2040,"[53, 58, 60, 160, 163, 273]",outdoors,uaUC,hLtlmXfr4TY
2041,"[2, 15, 18, 43, 59, 60, 76, 604]",outdoors,YhUC,lyEQwZoNcqQ
2042,[60],outdoors,JzUC,JbNU_HRmqhA
2043,[666],outdoors,mpUC,9b-s7ZwGI0s
2044,"[20, 260, 1245]",indoors,uCUC,rvq452OQPm4
2045,"[18, 43, 59, 60, 101, 286]",outdoors,xtUC,z0Q5WU3vEf8
2046,"[511, 514, 1148, 2405, 2473]",indoors,ryUC,ZVjibP5FC4Q
2047,"[88, 184, 364]",indoors,jiUC,zm_S7ZKTJyI
2048,"[2, 43, 60, 76, 284]",outdoors,PEUC,PbmuDOwCy0I
2049,[248],outdoors,TyUC,85xRvb_zgeo
2050,[60],outdoors,0PUC,c4xNjeCdh6M
2051,"[60, 427, 519]",outdoors,duUC,JRBQZogFi88
2052,"[11, 22, 29, 307, 406, 1815]",indoors,knUC,V72LZW2CMfs
2053,"[2, 60, 76, 385, 419, 1055]",outdoors,n4US,89JbQAA9MaE
2054,"[254, 262, 542]",outdoors,BWUS,WXL4Av0YLM0
2055,"[60, 1393]",outdoors,rIUS,5kojSwg4_OA
2056,"[514, 2277, 2289]",indoors,gzUS,MNiWEaDDOy0
2057,"[88, 184, 364]",indoors,huUS,-TmHyyuvYWo
2058,"[2, 17, 83, 262, 778]",outdoors,fZUS,NMHf1dBMuKI
2059,"[60, 239, 1452]",outdoors,srUS,iKvzzhk29fU
2060,"[60, 333, 398, 1837]",outdoors,1UUS,SZgSGlJypnM
2061,"[60, 353, 673, 1615]",outdoors,NFUS,jS0mnKuJSZY
2062,"[60, 353]",outdoors,bqUS,wbFGfOrcu5Y
2063,"[60, 68, 72, 98]",outdoors,JkUS,lBXYIH7a60E
2064,"[18, 43, 59, 60, 101]",outdoors,KQUS,MiEO2uw4Gro
2065,"[43, 60, 101, 823]",outdoors,ywUS,K6fKJZfjr1g
2066,[248],outdoors,ZpUS,ux4WvcggOnM
2067,"[11, 20, 22, 307, 341]",indoors,vjUS,RSwrB7fb1Qk
2068,"[83, 262, 542, 820, 2091]",outdoors,WzUS,7NTMWhk3QPc
2069,"[184, 191, 985]",indoors,KAUS,5TM7LmmUXrA
2070,"[60, 238, 274, 366]",outdoors,wZUS,IocGRI1Brtw
2071,"[88, 184, 380, 614]",indoors,XHUY,oj2Kz4PSd-E
2072,"[11, 83, 262, 601, 1613]",outdoors,VRUY,AQz0R6vC7AI
2073,"[60, 1264]",outdoors,HNUY,E_O5OdvZxsA
2074,"[53, 58, 60, 160, 163, 273, 888]",outdoors,IiUY,EbKQbApHbCM
2075,"[2, 60, 76, 385, 419, 1055, 2696, 3256]",outdoors,6iUY,n2kzTwxT3Ok
2076,"[15, 18, 43, 59, 60, 101, 1032]",outdoors,bzUY,NO6Oz8sYTNY
2077,[60],outdoors,GvUY,9IsOAeZFdJ4
2078,"[184, 191, 474, 985, 1638, 3243]",indoors,JLUY,pOA3XJBO7qU
2079,"[400, 416, 1152, 3566]",indoors,7tUY,-eBL4S60r5A
2080,"[60, 166, 353, 398, 482]",outdoors,X4UY,tE2ugWRBSWo
2081,[307],indoors,VTUY,PLkZ3EV1SIs
2082,"[182, 248, 392]",outdoors,dIUY,x9zV0NGIv5M
2083,"[18, 43, 59, 60, 101, 374, 873, 1496]",outdoors,uwUY,2xSO1EQaJeA
2084,[248],outdoors,5iUY,KP74wssEjdQ
2085,"[71, 248]",outdoors,J0UY,7vRqXrQYOnw
2086,"[8, 248]",outdoors,vAU8,ma6hVj4ET1U
2087,"[53, 58, 60, 163, 232]",outdoors,rOU8,_B0t5hPjfF0
2088,"[32, 191, 248, 299, 1159]",outdoors,xCU8,4xPuCYX2W8c
2089,"[43, 60, 642, 1824]",outdoors,39U8,hKeSCl2CME0
2090,"[60, 141, 247, 255]",outdoors,e7U8,Eq3C90Pdeqg
2091,"[88, 184, 299]",indoors,1PU8,RgGBtAFrk_g
2092,"[0, 1, 198, 262, 542, 2140]",outdoors,4xU8,y8AtBZh-dBI
2093,[60],outdoors,Q6U8,gJ1_nfo0oio
2094,"[8, 248]",outdoors,irU8,3HIxcdColO8
2095,"[2, 18, 43, 59, 60, 76, 101, 286, 374, 2227]",outdoors,cYU8,UMcmCfD_ubU
2096,"[11, 20, 22, 29, 32, 122, 221, 307, 321, 334, 564, 1096, 2031]",indoors,XDU8,LVABGg3OYtU
2097,"[2, 7, 83, 262, 2126]",outdoors,guU8,xx5A6PgXTjo
2098,"[2, 43, 60, 76, 101, 385, 668]",outdoors,gUU8,aSVkXV6u_jE
2099,"[15, 60, 239, 363, 686, 1714]",outdoors,7gU8,C9IUberEKtk
2100,"[380, 400, 1346]",indoors,VEU8,Fmu1FeBFrYw
2101,"[18, 43, 59, 60, 101, 906]",outdoors,qeVe,DgXymxWAwA4
2102,"[53, 58, 60, 163, 232]",outdoors,PWVe,-k7T9QXD67o
2103,"[313, 2105]",outdoors,l5Ve,SbMCpZLoQ9g
2104,"[60, 869]",outdoors,2kVe,YkCcmgp6J3Q
2105,"[2, 15, 18, 43, 59, 60, 76, 101, 549]",outdoors,hXVe,BMkh-f-njHI
2106,"[88, 184, 380, 416]",indoors,kgVe,jPEHyo8kevI
2107,"[15, 262, 502, 619]",outdoors,9HVe,bQi4P77dD7c
2108,"[8, 60]",outdoors,WZVe,6bkENgU5t80
2109,"[0, 1, 83, 262, 542]",outdoors,sKVe,XO8_-BADLg4
2110,"[88, 184]",indoors,FiVe,d8CaEMVXwKA
2111,[248],outdoors,XNVe,McdFTbKw6Zs
2112,"[88, 184, 380, 416, 514, 614]",indoors,ZlVe,DHVYULNDnzE
2113,"[60, 353, 673]",outdoors,NjVe,tW72GR8r_Yw
2114,"[388, 514, 1148, 2177, 2473]",indoors,3CVe,bNf8_GHBSYk
2115,"[2, 18, 43, 59, 60, 76, 101]",outdoors,sMVK,-QqMMnV8gmk
2116,"[15, 262, 502, 619, 3018]",outdoors,V2VK,eGzkGDW99JA
2117,"[307, 1299, 2113, 2566]",indoors,PVVK,IPD6WqyA51Q
2118,"[184, 380, 400, 614, 641, 1608]",indoors,vSVK,2aKVfK2HtDo
2119,"[60, 353, 673]",outdoors,qIVK,m1duoYvXRno
2120,"[60, 166, 482]",outdoors,5TVK,YjjyKC3yqFo
2121,"[60, 72, 98]",outdoors,VpVK,TcZsxRkuclU
2122,"[11, 83, 262, 2126]",outdoors,tnVK,Qq_b1V_vA38
2123,"[43, 60, 385]",outdoors,TtVK,VI6oXKO9Mcc
2124,"[11, 20, 22, 307, 886]",indoors,2oVK,PgKAp0JIH6g
2125,"[88, 184, 380]",indoors,h5VK,nfxsls2OPOQ
2126,"[60, 141, 247]",outdoors,AFVK,1dGgr5sEzwQ
2127,"[60, 353, 519, 666, 995]",outdoors,wQVK,F61aTJcd7bs
2128,"[15, 60, 239, 363, 686]",outdoors,T6VK,TV4krqEI67M
2129,[184],indoors,sPVK,CMbDCIChvP8
2130,"[191, 416]",indoors,KSVK,gs4_D_0nmFA
2131,"[205, 1245]",indoors,0dVK,Y9dphW39vQA
2132,"[0, 262, 542]",outdoors,73VK,kspSOhdGB-s
2133,[248],outdoors,C7VK,LXOVyoafa08
2134,"[11, 123, 184, 416, 1152, 1163]",indoors,FFVK,eyJk5BaWeu8
2135,"[17, 19, 128, 129, 1226]",outdoors,G5VK,5VTyieh0kGc
2136,"[500, 1238, 3353]",outdoors,8wV5,-10VrRDOhPM
2137,"[2, 43, 60, 76, 101, 286, 374, 1415]",outdoors,YoV5,MUkmVRQrwYY
2138,"[140, 248]",outdoors,VqV5,MUm6brG1vfs
2139,[184],indoors,DlV5,ZUmyYKHSt_U
2140,"[60, 68, 72, 98, 452, 480]",outdoors,uIV5,qHUpdUB7giY
2141,[248],outdoors,BkV5,njoTmIuK88g
2142,"[184, 388]",indoors,VrV5,6m3OmJ0nG18
2143,"[15, 18, 60, 87, 244, 333, 365, 536, 619]",outdoors,aXV5,rqF8b9b-7Uk
2144,[1245],indoors,TRV5,Myh0n233_kc
2145,"[60, 284]",outdoors,zsV5,UjBMlCsSVOA
2146,"[18, 43, 59, 60, 101, 286, 549, 873, 906]",outdoors,wZV5,akjmTxM2hMI
2147,"[11, 18, 20, 22, 29, 43, 59, 60, 101, 122]",outdoors,mvV5,exGsRQ5vEpY
2148,[514],indoors,U8V5,9hutqOSdXXo
2149,"[15, 60, 239, 363, 709, 1452, 2785]",outdoors,d0V5,cRWCukMLZ_w
2150,"[43, 60, 101]",outdoors,a1V5,dn2ewRekYr0
2151,"[18, 43, 59, 60, 101]",outdoors,mrV7,rP_HVOYq-LU
2152,"[88, 184, 307, 380, 416, 614]",indoors,EZV7,aiP1HU3Mqz4
2153,"[2, 18, 43, 59, 60, 76, 101, 1496]",outdoors,HYV7,nB-Nn2_znmk
2154,"[248, 299, 985]",outdoors,EhV7,1w-I7nGlRIY
2155,"[514, 580, 750, 1443]",indoors,IvV7,Q7ZBH1OtI98
2156,"[15, 60, 96, 239, 789, 1626, 1795]",outdoors,g1V7,f5P7hmGa43U
2157,[60],outdoors,NoV7,bVMoNHvmkuw
2158,"[184, 191, 514, 1148]",indoors,h9V7,Cp2y7jWJd1o
2159,"[2, 43, 60, 76, 101, 286]",outdoors,NHV7,J4U393o1eew
2160,"[18, 43, 59, 60, 101, 286, 693]",outdoors,oKV7,e2Hcygbws1c
2161,"[11, 83, 262, 601, 720, 751, 1081]",outdoors,ONV7,mzoBI3soxPM
2162,"[60, 210]",outdoors,oNV7,dWBEfHi9wtI
2163,[248],outdoors,HWV7,69_80bvKaQ4
2164,"[18, 43, 59, 60]",outdoors,bVV7,5QD6KcW0GkQ
2165,"[60, 1393]",outdoors,TsV8,_A22ObS692s
2166,"[60, 68, 72, 98, 240, 480]",outdoors,2YV8,MNy551hpz7Y
2167,"[60, 210, 685]",outdoors,O4V8,BgVrQM_P_W8
2168,"[83, 262, 542]",outdoors,eyV8,QjuZQIw4s9Y
2169,"[182, 248]",outdoors,NoV8,VDhPvizY_ak
